-3.163736637462874913e-03 1.237384291203724555e-03 8.786810585901939641e-01 2.523855015608393900e-18 -3.711691389691926142e-17 8.881784197001260212e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.163736644562899041e-03 1.237384395619780652e-03 8.786810585652080619e-01 -2.129341447893432594e-08 3.131502510636492640e-07 -7.493438056052766917e-08 -4.256286321892533239e-05 6.259480515057954829e-04 -1.497844224724008953e-04
-3.163736694220459222e-03 1.237385125905544588e-03 8.786810583904564043e-01 -8.508845764562560269e-08 1.251348011879768841e-06 -2.994376910679828926e-07 -8.499796598293800733e-05 1.250017201975240537e-03 -2.991192387739134359e-04
-3.163736828875973826e-03 1.237387106208339164e-03 8.786810579165855728e-01 -1.912574250092791762e-07 2.812715204444763736e-06 -6.730605222967121547e-07 -1.273054361883827780e-04 1.872209332307827418e-03 -4.480048989889232904e-04
-3.163737090842212892e-03 1.237390958798233187e-03 8.786810569946912342e-01 -3.396727399859631389e-07 4.995375631809213636e-06 -1.195353915142461658e-06 -1.694854017316044519e-04 2.492526323403048381e-03 -5.964418532018158020e-04
-3.163737522304424770e-03 1.237397304069921258e-03 8.786810554763179182e-01 -5.302069538960840355e-07 7.797454978040751857e-06 -1.865869360613494978e-06 -2.115379905089478430e-04 3.110970056160394705e-03 -7.444305514969766936e-04
-3.163738165320466658e-03 1.237406760544605515e-03 8.786810532134582408e-01 -7.627327459643877800e-07 1.121708080822406772e-05 -2.684158799830592679e-06 -2.534633304167576437e-04 3.727542411479359188e-03 -8.919714439587914708e-04
-3.163739061820929933e-03 1.237419944871876940e-03 8.786810500585529038e-01 -1.037122923319958464e-06 1.525238256846090636e-05 -3.649774624027053427e-06 -2.952615493513786817e-04 4.342245270259433541e-03 -1.039064980671645586e-03
-3.163740253609270258e-03 1.237437471831596015e-03 8.786810458644899180e-01 -1.353250420996219761e-06 1.990149158587007164e-05 -4.762269674548695260e-06 -3.369327752091557304e-04 4.955080513400109479e-03 -1.185711611719924815e-03
-3.163741782361932479e-03 1.237459954335774466e-03 8.786810404846043809e-01 -1.710988301930933283e-06 2.516254106858741604e-05 -6.021197242853849867e-06 -3.784771358864335092e-04 5.566050021800880883e-03 -1.331911787188014284e-03
-3.163743689628481601e-03 1.237488003430455485e-03 8.786810337726775888e-01 -2.110209756966200275e-06 3.103366610576586097e-05 -7.426111070513369371e-06 -4.198947592795569000e-04 6.175155676361237730e-03 -1.477665957160299989e-03
-3.163746016831730287e-03 1.237522228297595903e-03 8.786810255829373695e-01 -2.550788104848460030e-06 3.751300366757536289e-05 -8.976565349210624206e-06 -4.611857732848706763e-04 6.782399357980671735e-03 -1.622974571721167271e-03
-3.163748805267863756e-03 1.237563236256946633e-03 8.786810157700567503e-01 -3.032596792228490308e-06 4.459869260520294207e-05 -1.067211472074149931e-05 -5.023503057987195033e-04 7.387782947558677211e-03 -1.767838080955001475e-03
-3.163752096106572497e-03 1.237611632767934193e-03 8.786810041891540690e-01 -3.555509393661409245e-06 5.228887365085268266e-05 -1.251231427701439919e-05 -5.433884847174482629e-04 7.991308325994744138e-03 -1.912256934946188810e-03
-3.163755930391175426e-03 1.237668021431541365e-03 8.786809906957925298e-01 -4.119399611606672386e-06 6.058168941774573940e-05 -1.449671956005024796e-05 -5.843004379374017827e-04 8.592977374188367698e-03 -2.056231583779114403e-03
-3.163760349038751730e-03 1.237733003992188717e-03 8.786809751459792039e-01 -4.724141276428075654e-06 6.947528440012026992e-05 -1.662488656198248338e-05 -6.250862933549247279e-04 9.192791973039035267e-03 -2.199762477538163598e-03
-3.163765392840265332e-03 1.237807180339615910e-03 8.786809573961654740e-01 -5.369608346393750684e-06 7.896780497323152277e-05 -1.889637172505705345e-05 -6.657461788663617637e-04 9.790754003446242026e-03 -2.342850066307721954e-03
-3.163771102460695428e-03 1.237891148510762360e-03 8.786809373032455905e-01 -6.055674907676173723e-06 8.905739939335184424e-05 -2.131073194163245375e-05 -7.062802223680580971e-04 1.038686534630948143e-02 -2.485494800172175466e-03
-3.163777518439163990e-03 1.237985504691648539e-03 8.786809147245571161e-01 -6.782215174352148266e-06 9.974221779777050893e-05 -2.386752455417965113e-05 -7.466885517563580680e-04 1.098112788252823997e-02 -2.627697129215908825e-03
-3.163784681189062403e-03 1.238090843219257072e-03 8.786808895178798151e-01 -7.549103488402831308e-06 1.110204122047940111e-04 -2.656630735528217184e-05 -7.869712949276064500e-04 1.157354349300201285e-02 -2.769457503523308894e-03
-3.163792630998180262e-03 1.238207756583414474e-03 8.786808615414356538e-01 -8.356214319713712175e-06 1.228901365137458209e-04 -2.940663858763605071e-05 -8.271285797781485587e-04 1.216411405863029524e-02 -2.910776373178759931e-03
-3.163801408028832883e-03 1.238336835428670941e-03 8.786808306538879121e-01 -9.203422266074615061e-06 1.353495465049664112e-04 -3.238807694404980742e-05 -8.671605342043286254e-04 1.275284146031257886e-02 -3.051654188266648797e-03
-3.163811052317990532e-03 1.238478668556182959e-03 8.786807967143412945e-01 -1.009060205317970496e-05 1.483967998398133526e-04 -3.551018156744451427e-05 -9.070672861024915322e-04 1.333972757894834847e-02 -3.192091398871359752e-03
-3.163821603777403763e-03 1.238633842925593526e-03 8.786807595823409311e-01 -1.101762853462748851e-05 1.620300560606613134e-04 -3.877251205085376567e-05 -9.468489633689821609e-04 1.392477429543710100e-02 -3.332088455077278355e-03
-3.163833102193733954e-03 1.238802943656913680e-03 8.786807191178721554e-01 -1.198437669192081399e-05 1.762474765909020056e-04 -4.217462843742364768e-05 -9.865056939001453935e-04 1.450798349067833164e-02 -3.471645806968791902e-03
-3.163845587228680378e-03 1.238986554032403152e-03 8.786806751813601712e-01 -1.299072163446686117e-05 1.910472247349441304e-04 -4.571609122041278881e-05 -1.026037605592325895e-03 1.508935704557152688e-02 -3.610763904630284651e-03
-3.163859098419106401e-03 1.239185255498452543e-03 8.786806276336694976e-01 -1.403653859957714976e-05 2.064274656782134865e-04 -4.939646134319228548e-05 -1.065444826341868222e-03 1.566889684101618191e-02 -3.749443198146140861e-03
-3.163873675177170455e-03 1.239399627667462896e-03 8.786805763361034138e-01 -1.512170295246753774e-05 2.223863664871529166e-04 -5.321530019924581044e-05 -1.104727484045117149e-03 1.624660475791178671e-02 -3.887684137600747828e-03
-3.163889356790451808e-03 1.239630248319728307e-03 8.786805211504037372e-01 -1.624609018625823489e-05 2.389220961092224961e-04 -5.717216963216955857e-05 -1.143885706598418315e-03 1.682248267715783993e-02 -4.025487173078491979e-03
-3.163906182422078495e-03 1.239877693405316145e-03 8.786804619387500459e-01 -1.740957592197376892e-05 2.560328253728989920e-04 -6.126663193567218589e-05 -1.182919621898115411e-03 1.739653247965382635e-02 -4.162852754663756705e-03
-3.163924191110856123e-03 1.240142537045948795e-03 8.786803985637596792e-01 -1.861203590854302274e-05 2.737167269876765127e-04 -6.549824985357487054e-05 -1.221829357840553644e-03 1.796875604629923420e-02 -4.299781332440928000e-03
-3.163943421771396244e-03 1.240425351536884315e-03 8.786803308884867381e-01 -1.985334602279920397e-05 2.919719755440660747e-04 -6.986658657981138732e-05 -1.260615042322078003e-03 1.853915525799356909e-02 -4.436273356494392292e-03
-3.163963913194241685e-03 1.240726707348797746e-03 8.786802587764223071e-01 -2.113338226947987711e-05 3.107967475135959548e-04 -7.437120575842793831e-05 -1.299276803239033046e-03 1.910773199563630884e-02 -4.572329276908536008e-03
-3.163985704045997518e-03 1.241047173129662196e-03 8.786801820914932337e-01 -2.245202078122693646e-05 3.301892212488112565e-04 -7.901167148358330188e-05 -1.337814768487763546e-03 1.967448814012695904e-02 -4.707949543767742107e-03
