-1.046429493171104411e-04 -7.562765419402753819e-01 4.353980355770353299e+02 7.602554432679653473e-04 -2.207972285084590425e+00 -1.498280724396473806e-02
-2.108638597607748362e-03 -7.271302683917293397e-01 4.357424773741130934e+02 7.240909544918849861e-04 -2.222133095365213862e+00 -1.531935109865035366e-02
-4.112634245898383681e-03 -6.979839948431831864e-01 4.360869191711909139e+02 6.879264657158046248e-04 -2.236293905645846181e+00 -1.565589495333597619e-02
-6.116629894189022469e-03 -6.688377212946371442e-01 4.364313609682687911e+02 6.517619769255134088e-04 -2.250454715926476723e+00 -1.599243880802160220e-02
-8.120625542479661257e-03 -6.396914477460909909e-01 4.367758027653465547e+02 6.155974881494330475e-04 -2.264615526207105489e+00 -1.632898266270722820e-02
-1.012462119077029918e-02 -6.105451741975449487e-01 4.371202445624243182e+02 5.794329993875635409e-04 -2.278776336487741361e+00 -1.666552651739285421e-02
-1.212861683906093710e-02 -5.813989006489987954e-01 4.374646863595021387e+02 5.432685106114831797e-04 -2.292937146768364798e+00 -1.700207037207847327e-02
-1.413261248735157329e-02 -5.522526271004526421e-01 4.378091281565799591e+02 5.071040218496136731e-04 -2.307097957048995340e+00 -1.733861422676409234e-02
-1.613660813564220947e-02 -5.231063535519067109e-01 4.381535699536577795e+02 4.709395330735333118e-04 -2.321258767329629435e+00 -1.767515808144971834e-02
-1.814060378393285086e-02 -4.939600800033604466e-01 4.384980117507355999e+02 4.347750443116638053e-04 -2.335419577610256425e+00 -1.801170193613534087e-02
-2.014454751037886293e-02 -4.648144094725083497e-01 4.388424434055462484e+02 3.986116141732054530e-04 -2.349578405442864337e+00 -1.834811525284249512e-02
-2.206546820726952920e-02 -4.366329642342314798e-01 4.391706575752044159e+02 3.641409564920650155e-04 -2.360567298884401310e+00 -1.847579834198213172e-02
-2.398638890416019548e-02 -4.084515189959546655e-01 4.394988717448625835e+02 3.296702987825028686e-04 -2.371556192325938284e+00 -1.860348143112176833e-02
-2.590730960105086175e-02 -3.802700737576777956e-01 4.398270859145208078e+02 2.951996411013624311e-04 -2.382545085767475257e+00 -1.873116452026140147e-02
-2.782823029794153150e-02 -3.520886285194009258e-01 4.401553000841789753e+02 2.607289834060111389e-04 -2.393533979209014007e+00 -1.885884760940104155e-02
-2.974915099483219430e-02 -3.239071832811241114e-01 4.404835142538371429e+02 2.262583257106598467e-04 -2.404522872650550980e+00 -1.898653069854067121e-02
-3.167007169172286751e-02 -2.957257380428472415e-01 4.408117284234953104e+02 1.917876680010976997e-04 -2.415511766092086177e+00 -1.911421378768031476e-02
-3.359099238861353032e-02 -2.675442928045703161e-01 4.411399425931534779e+02 1.573170103057464075e-04 -2.426500659533624926e+00 -1.924189687681994443e-02
-3.551191308550420006e-02 -2.393628475662935573e-01 4.414681567628116454e+02 1.228463526246059700e-04 -2.437489552975160123e+00 -1.936957996595958104e-02
-3.743283378239485593e-02 -2.111814023280167429e-01 4.417963709324699266e+02 8.837569492925467785e-05 -2.448478446416695320e+00 -1.949726305509922111e-02
-3.935366066156575915e-02 -1.830011422107567787e-01 4.421245666527224785e+02 5.390696512108661409e-05 -2.459464218817869252e+00 -1.962478338253333815e-02
-4.119952718263228397e-02 -1.557677937860297290e-01 4.424380212979276621e+02 2.097860840422072215e-05 -2.467956279967699729e+00 -1.962225710725705452e-02
-4.304539370369881573e-02 -1.285344453613028182e-01 4.427514759431329026e+02 -1.194974832685602451e-05 -2.476448341117526653e+00 -1.961973083198076742e-02
-4.489126022476534056e-02 -1.013010969365758657e-01 4.430649305883381430e+02 -4.487810505793277116e-05 -2.484940402267358905e+00 -1.961720455670448032e-02
-4.673712674583187926e-02 -7.406774851184882991e-02 4.433783852335432698e+02 -7.780646178900951782e-05 -2.493432463417185829e+00 -1.961467828142820016e-02
-4.858299326689841796e-02 -4.683440008712178720e-02 4.436918398787484534e+02 -1.107348185058754098e-04 -2.501924524567018082e+00 -1.961215200615191306e-02
-5.042885978796493585e-02 -1.960105166239485552e-02 4.440052945239535802e+02 -1.436631752369521564e-04 -2.510416585716852111e+00 -1.960962573087562943e-02
-5.227472630903147455e-02 7.632296762332103912e-03 4.443187491691587638e+02 -1.765915319680289031e-04 -2.518908646866684364e+00 -1.960709945559934581e-02
-5.412059283009801325e-02 3.486564518705913274e-02 4.446322038143640043e+02 -2.095198886848947950e-04 -2.527400708016514841e+00 -1.960457318032305524e-02
-5.596645935116453807e-02 6.209899361178616850e-02 4.449456584595691879e+02 -2.424482454159715417e-04 -2.535892769166343541e+00 -1.960204690504677508e-02
-5.781219689315644783e-02 8.933059481038242711e-02 4.452590874404937722e+02 -2.753739179581771168e-04 -2.544381177513692194e+00 -1.959938745676602020e-02
-5.958927457442456110e-02 1.156320892987431348e-01 4.455588544693414974e+02 -3.068707162157124912e-04 -2.550925077342043323e+00 -1.952583557910450227e-02
-6.136635225569267438e-02 1.419335837871039119e-01 4.458586214981892795e+02 -3.383675144306153015e-04 -2.557468977170396229e+00 -1.945228370144299473e-02
-6.314342993696078765e-02 1.682350782754647167e-01 4.461583885270371184e+02 -3.698643126597289665e-04 -2.564012876998742030e+00 -1.937873182378147680e-02
-6.492050761822891480e-02 1.945365727638254938e-01 4.464581555558849004e+02 -4.013611108888426315e-04 -2.570556776827094936e+00 -1.930517994611996579e-02
-6.669758529949701420e-02 2.208380672521861321e-01 4.467579225847326825e+02 -4.328579091179562965e-04 -2.577100676655446065e+00 -1.923162806845845826e-02
-6.847466298076512747e-02 2.471395617405469092e-01 4.470576896135804077e+02 -4.643547073470699615e-04 -2.583644576483793642e+00 -1.915807619079693686e-02
-7.025174066203324075e-02 2.734410562289076863e-01 4.473574566424282466e+02 -4.958515055619727718e-04 -2.590188476312148325e+00 -1.908452431313542932e-02
-7.202881834330135402e-02 2.997425507172682968e-01 4.476572236712760287e+02 -5.273483038195081463e-04 -2.596732376140494125e+00 -1.901097243547390792e-02
-7.380589602456946730e-02 3.260440452056291294e-01 4.479569907001238107e+02 -5.588451020486218113e-04 -2.603276275968847031e+00 -1.893742055781239692e-02
-7.558281375425857096e-02 3.523432495131711417e-01 4.482567253941749073e+02 -5.903385163179564188e-04 -2.609816412885072268e+00 -1.886379885192100009e-02
-7.729591080392231306e-02 3.777286716740488881e-01 4.485435585043234141e+02 -6.204817321560085475e-04 -2.614855147861163687e+00 -1.876231568230389557e-02
-7.900900785358602740e-02 4.031140938349266345e-01 4.488303916144718642e+02 -6.506249479656389667e-04 -2.619893882837253329e+00 -1.866083251268680493e-02
-8.072210490324975563e-02 4.284995159958041588e-01 4.491172247246203710e+02 -6.807681638036910954e-04 -2.624932617813348301e+00 -1.855934934306970735e-02
-8.243520195291348385e-02 4.538849381566818497e-01 4.494040578347689348e+02 -7.109113796275323693e-04 -2.629971352789443273e+00 -1.845786617345260977e-02
-8.414829900257721207e-02 4.792703603175596516e-01 4.496908909449174416e+02 -7.410545954940062074e-04 -2.635010087765534692e+00 -1.835638300383551219e-02
-8.586139605224091254e-02 5.046557824784371205e-01 4.499777240550660053e+02 -7.711978113036366267e-04 -2.640048822741629664e+00 -1.825489983421841461e-02
-8.757449310190465463e-02 5.300412046393149224e-01 4.502645571652144554e+02 -8.013410271558996101e-04 -2.645087557717724636e+00 -1.815341666460132397e-02
-8.928759015156836898e-02 5.554266268001926132e-01 4.505513902753630191e+02 -8.314842429655300293e-04 -2.650126292693817831e+00 -1.805193349498421251e-02
-9.100068720123209720e-02 5.808120489610703041e-01 4.508382233855115260e+02 -8.616274588177930127e-04 -2.655165027669907474e+00 -1.795045032536712187e-02
-9.271359564668472941e-02 6.061946563530268284e-01 4.511250176525392135e+02 -8.917666080208164203e-04 -2.660200167563202100e+00 -1.784897393786227804e-02
-9.436633934880100938e-02 6.306793524591388644e-01 4.513994209640204076e+02 -9.206085097162031161e-04 -2.664088476043016129e+00 -1.774966104416710391e-02
