1.046429491392032729e-04 -7.562766302521330974e-01 4.501708762222422138e+02 7.602554434527064586e-04 -2.207972285084379038e+00 -1.498280720937920224e-02
-1.853494033628656952e-03 -7.271303525027060788e-01 4.498125907521807676e+02 7.240909547334695162e-04 -2.222133095365032673e+00 -1.531935105881759157e-02
-3.811631016396516310e-03 -6.979840747532790601e-01 4.494543052821193214e+02 6.879264660000217191e-04 -2.236293905645689861e+00 -1.565589490825598784e-02
-5.769767999164376535e-03 -6.688377970038521525e-01 4.490960198120578752e+02 6.517619772807847767e-04 -2.250454715926345273e+00 -1.599243875769437370e-02
-7.727904981932235892e-03 -6.396915192544250228e-01 4.487377343419964291e+02 6.155974885615478343e-04 -2.264615526207002461e+00 -1.632898260713276997e-02
-9.686041964700096984e-03 -6.105452415049981152e-01 4.483794488719349829e+02 5.794329998281000371e-04 -2.278776336487656096e+00 -1.666552645657115930e-02
-1.164417894746795634e-02 -5.813989637555710965e-01 4.480211634018735367e+02 5.432685110804413853e-04 -2.292937146768316836e+00 -1.700207030600955904e-02
-1.360231593023581396e-02 -5.522526860061440779e-01 4.476628779318120337e+02 5.071040223754152976e-04 -2.307097957048970471e+00 -1.733861415544794837e-02
-1.556045291300367679e-02 -5.231064082567171702e-01 4.473045924617506444e+02 4.709395336561783552e-04 -2.321258767329624106e+00 -1.767515800488633770e-02
-1.751858989577153788e-02 -4.939601305072901516e-01 4.469463069916891982e+02 4.347750449227305580e-04 -2.335419577610281294e+00 -1.801170185432473397e-02
-1.947669682141579123e-02 -4.648144557756800355e-01 4.465880319503452824e+02 3.986116148411156246e-04 -2.349578405442912299e+00 -1.834811516579441110e-02
-2.138674240641657079e-02 -4.366330065332555965e-01 4.462464324284017607e+02 3.641409571883968965e-04 -2.360567298884435061e+00 -1.847579826529095054e-02
-2.329678799141735382e-02 -4.084515572908312131e-01 4.459048329064582958e+02 3.296702994788347496e-04 -2.371556192325950718e+00 -1.860348136478747957e-02
-2.520683357641813338e-02 -3.802701080484067742e-01 4.455632333845147741e+02 2.951996418261160215e-04 -2.382545085767473481e+00 -1.873116446428401555e-02
-2.711687916141891641e-02 -3.520886588059823907e-01 4.452216338625711956e+02 2.607289841591864388e-04 -2.393533979208989138e+00 -1.885884756378054805e-02
-2.902692474641969250e-02 -3.239072095635580073e-01 4.448800343406277307e+02 2.262583264638351466e-04 -2.404522872650511900e+00 -1.898653066327708056e-02
-3.093697033142047553e-02 -2.957257603211336239e-01 4.445384348186841521e+02 1.917876688111164185e-04 -2.415511766092027557e+00 -1.911421376277361653e-02
-3.284701591642125856e-02 -2.675443110787091294e-01 4.441968352967406304e+02 1.573170111441868357e-04 -2.426500659533550319e+00 -1.924189686227014556e-02
-3.475706150142204159e-02 -2.393628618362848015e-01 4.438552357747971655e+02 1.228463534630463982e-04 -2.437489552975065976e+00 -1.936957996176668154e-02
-3.666710708642280381e-02 -2.111814125938604181e-01 4.435136362528535301e+02 8.837569579611681547e-05 -2.448478446416588739e+00 -1.949726306126321057e-02
