-3.163736637462874913e-03 1.237384291203724555e-03 8.786810585901939641e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.332267629550189032e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810585527156103e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.124003670751708473e-07 0.000000000000000000e+00 0.000000000000000000e+00 -2.246754318221462368e-04
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810582905923983e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.491517287661310207e-07 0.000000000000000000e+00 0.000000000000000000e+00 -4.486764616105500892e-04
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810575797976419e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.009579982063507836e-06 0.000000000000000000e+00 0.000000000000000000e+00 -6.720037644809391747e-04
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810561969783384e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.793011699125559302e-06 0.000000000000000000e+00 0.000000000000000000e+00 -8.946580155490407860e-04
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810539194548353e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.798774127264851588e-06 0.000000000000000000e+00 0.000000000000000000e+00 -1.116639889930582568e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810505252198311e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.026195188948256351e-06 0.000000000000000000e+00 0.000000000000000000e+00 -1.337950062741292056e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810457929377094e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.474603481796958359e-06 0.000000000000000000e+00 0.000000000000000000e+00 -1.558589209096896680e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810395019440945e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.143328278586443421e-06 0.000000000000000000e+00 0.000000000000000000e+00 -1.778558004113123866e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810314322450743e-01 0.000000000000000000e+00 0.000000000000000000e+00 -9.031699527246509398e-06 0.000000000000000000e+00 0.000000000000000000e+00 -1.997857122905701260e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810213645163126e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.113904785086125985e-05 0.000000000000000000e+00 0.000000000000000000e+00 -2.216487240590356723e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786810090801026041e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.346470454766910743e-05 0.000000000000000000e+00 0.000000000000000000e+00 -2.434449032282817033e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786809943610173201e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.600800159106277471e-05 0.000000000000000000e+00 0.000000000000000000e+00 -2.651743173098809834e-03
-3.163736637462874913e-03 1.237384291203724555e-03 8.786809769899414091e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.876827162958928151e-05 0.000000000000000000e+00 0.000000000000000000e+00 -2.868370338154063205e-03
